,Unnamed: 0,Rkr,Player,Age,Pos,Date,Tmr,Unnamed: 8,Opp,Unnamed: 10,PTS,GSr,MPr,FG,FGA,FG%,2Pr,2PA,2P%,3Pr,3PA,3P%,FTr,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PFr,GmSc,BPM
1621,1621,1460,Nerlens Noel,27-053,C-F,2021-06-02*,NYK,,ATL,L,2,0,16,1,2,.500,1,2,.500,0,0,,0,0,,2,0,2,0,0,1,1,5,0.1,-10.5
1622,1622,Rk,Player,Age,Pos,Date*,Tm,,Opp,,PTS,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,GmSc,BPM
1623,1623,1461,Onyeka Okongwu,20-170,F,2021-05-30*,ATL,,NYK,W,2,0,11,0,2,.000,0,2,.000,0,0,,2,2,1.000,2,1,3,0,0,0,1,3,0.1,-15.0
1624,1624,1462,Onyeka Okongwu,20-173,F,2021-06-02*,ATL,@,NYK,W,2,0,6,1,1,1.000,1,1,1.000,0,0,,0,0,,4,0,4,0,0,2,0,1,5.5,18.3
1625,1625,1463,Onyeka Okongwu,20-177,F,2021-06-06*,ATL,@,PHI,W,2,0,12,1,1,1.000,1,1,1.000,0,0,,0,0,,0,3,3,1,2,1,1,4,3.4,5.9
1626,1626,1464,Onyeka Okongwu,20-182,F,2021-06-11*,ATL,,PHI,L,2,0,9,1,4,.250,1,4,.250,0,0,,0,0,,0,2,2,0,0,0,0,1,-0.2,-14.1
1627,1627,1465,Daniel Oturu,21-252,F-C,2021-05-30*,LAC,@,DAL,W,2,0,4,1,1,1.000,1,1,1.000,0,0,,0,0,,0,0,0,0,0,1,0,2,1.6,8.0
1628,1628,1466,Daniel Oturu,21-265,F-C,2021-06-12*,LAC,,UTA,W,2,0,3,1,1,1.000,1,1,1.000,0,0,,0,0,,1,0,1,0,0,0,0,0,2.4,12.9
1629,1629,1467,Jabari Parker,26-071,F,2021-05-25*,BOS,@,BRK,L,2,0,6,1,2,.500,1,2,.500,0,0,,0,0,,0,2,2,0,0,0,2,1,-0.8,-23.0
1630,1630,1468,Cameron Payne,26-320,G,2021-06-24*,PHO,@,LAC,L,2,0,4,1,4,.250,1,3,.333,0,1,.000,0,0,,0,0,0,1,0,0,0,0,0.3,-10.0
1631,1631,1469,Cameron Payne,26-334,G,2021-07-08*,PHO,,MIL,W,2,0,10,1,3,.333,1,1,1.000,0,2,.000,0,0,,0,3,3,2,1,0,1,0,2.6,-1.7
1632,1632,1470,Reggie Perry,21-065,F-C,2021-05-25*,BRK,,BOS,W,2,0,4,1,3,.333,1,2,.500,0,1,.000,0,0,,2,0,2,0,0,0,1,1,0.3,-30.5
1633,1633,1471,Reggie Perry,21-084,F-C,2021-06-13*,BRK,@,MIL,L,2,0,4,1,2,.500,1,2,.500,0,0,,0,0,,0,1,1,1,1,0,0,0,3.0,19.9
1634,1634,1472,Bobby Portis,26-117,F,2021-06-07*,MIL,@,BRK,L,2,0,17,1,5,.200,1,3,.333,0,2,.000,0,0,,0,2,2,0,0,1,1,1,-1.2,-14.6
1635,1635,1473,Bobby Portis,26-148,F,2021-07-08*,MIL,@,PHO,L,2,0,5,1,2,.500,1,1,1.000,0,1,.000,0,0,,1,1,2,0,1,0,0,0,3.0,8.7
1636,1636,1474,Payton Pritchard,23-117,G,2021-05-25*,BOS,@,BRK,L,2,0,13,0,5,.000,0,2,.000,0,3,.000,2,2,1.000,0,3,3,4,1,0,1,1,1.8,-8.0
1637,1637,1475,Josh Richardson,27-260,G,2021-06-02*,DAL,@,LAC,W,2,0,6,0,2,.000,0,1,.000,0,1,.000,2,2,1.000,0,1,1,1,0,0,1,0,0.6,-12.7
1638,1638,1476,Duncan Robinson,27-035,G-F,2021-05-27*,MIA,,MIL,L,2,1,24,1,6,.167,1,2,.500,0,4,.000,0,0,,0,3,3,0,1,0,1,5,-2.9,-15.2
1639,1639,1477,Rajon Rondo,35-116,G,2021-06-18*,LAC,,UTA,W,2,0,7,1,3,.333,1,1,1.000,0,2,.000,0,0,,0,2,2,1,0,0,0,0,1.6,-16.2
1640,1640,1478,Dario Šarić,27-047,F-C,2021-05-25*,PHO,,LAL,L,2,0,15,0,1,.000,0,0,,0,1,.000,2,2,1.000,1,1,2,0,1,0,2,2,0.5,-8.0
1641,1641,1479,Dario Šarić,27-073,F-C,2021-06-20*,PHO,,LAC,W,2,0,11,0,1,.000,0,1,.000,0,0,,2,2,1.000,0,1,1,2,0,0,1,1,1.6,-6.2
1642,1642,1480,Dario Šarić,27-077,F-C,2021-06-24*,PHO,@,LAC,L,2,0,12,1,2,.500,1,2,.500,0,0,,0,0,,2,5,7,0,0,0,0,2,3.1,-3.8
1643,1643,Rk,Player,Age,Pos,Date*,Tm,,Opp,,PTS,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,GmSc,BPM
1644,1644,1481,Dario Šarić,27-081,F-C,2021-06-28*,PHO,,LAC,L,2,0,11,1,4,.250,1,2,.500,0,2,.000,0,0,,1,3,4,1,0,0,0,1,1.5,-6.9
1645,1645,1482,Landry Shamet,24-084,G,2021-06-05*,BRK,,MIL,W,2,0,12,1,3,.333,1,2,.500,0,1,.000,0,0,,0,0,0,2,0,0,0,0,1.7,-3.9
1646,1646,1483,Landry Shamet,24-096,G,2021-06-17*,BRK,@,MIL,L,2,0,22,0,2,.000,0,2,.000,0,0,,2,3,.667,0,0,0,0,0,0,1,0,-0.8,-10.0
1647,1647,1484,Anfernee Simons,21-353,G,2021-05-27*,POR,,DEN,L,2,0,16,1,3,.333,1,1,1.000,0,2,.000,0,0,,0,3,3,0,0,0,0,2,0.4,-12.2
1648,1648,1485,Ish Smith,32-330,G,2021-05-31*,WAS,,PHI,W,2,0,20,1,5,.200,1,5,.200,0,0,,0,0,,0,3,3,3,2,1,1,3,2.4,-4.0
1649,1649,1486,Jalen Smith,21-106,F,2021-06-30*,PHO,@,LAC,W,2,0,2,1,1,1.000,1,1,1.000,0,0,,0,0,,0,0,0,0,0,0,0,0,1.7,14.0
1650,1650,1487,Tony Snell,29-227,G-F,2021-06-25*,ATL,@,MIL,L,2,0,9,1,3,.333,1,1,1.000,0,2,.000,0,0,,0,0,0,0,0,0,2,1,-2.1,-21.4
1651,1651,1488,Jeff Teague,32-360,G,2021-06-05*,MIL,@,BRK,L,2,0,14,0,2,.000,0,1,.000,0,1,.000,2,2,1.000,0,1,1,1,0,0,0,0,1.6,-6.2
1652,1652,1489,Jeff Teague,33-034,G,2021-07-14*,MIL,,PHO,W,2,0,11,0,0,,0,0,,0,0,,2,2,1.000,0,1,1,1,0,0,0,0,3.0,-2.0
1653,1653,1490,Matisse Thybulle,24-096,G,2021-06-08*,PHI,,ATL,W,2,0,24,1,2,.500,1,1,1.000,0,1,.000,0,1,.000,0,1,1,0,0,2,0,3,1.1,-5.4
1654,1654,1491,Xavier Tillman,22-141,F,2021-06-02*,MEM,@,UTA,L,2,0,3,1,1,1.000,1,1,1.000,0,0,,0,0,,0,1,1,0,1,0,0,0,3.0,28.4
1655,1655,1492,Obi Toppin,23-090,F,2021-06-02*,NYK,,ATL,L,2,0,10,1,4,.250,1,3,.333,0,1,.000,0,0,,2,1,3,0,0,0,0,1,0.9,-9.7
1656,1656,1493,Axel Toupane,28-305,G-F,2021-05-24*,MIL,,MIA,W,2,0,5,1,3,.333,1,2,.500,0,1,.000,0,0,,1,1,2,0,0,0,0,0,1.3,-12.8
1657,1657,1494,P.J. Tucker,36-033,F,2021-06-07*,MIL,@,BRK,L,2,1,22,1,2,.500,1,1,1.000,0,1,.000,0,0,,2,1,3,0,0,0,1,2,0.9,-8.1
1658,1658,1495,Gabe Vincent,24-347,G,2021-05-27*,MIA,,MIL,L,2,0,6,1,2,.500,1,1,1.000,0,1,.000,0,0,,0,1,1,0,0,0,1,0,0.3,-12.2
1659,1659,1496,Cassius Winston,23-087,G,2021-05-26*,WAS,@,PHI,L,2,0,5,1,3,.333,1,2,.500,0,1,.000,0,0,,1,1,2,1,0,0,2,1,-0.4,-18.1
1660,1660,1497,Ivica Zubac,24-068,C,2021-05-25*,LAC,,DAL,L,2,1,22,1,2,.500,1,2,.500,0,0,,0,0,,2,4,6,0,0,1,2,1,1.9,-7.7
1661,1661,1498,Ivica Zubac,24-071,C,2021-05-28*,LAC,@,DAL,W,2,1,11,1,3,.333,1,3,.333,0,0,,0,0,,3,0,3,0,0,0,0,1,2.0,-11.3
1662,1662,1499,Ivica Zubac,24-078,C,2021-06-04*,LAC,@,DAL,W,2,0,5,0,0,,0,0,,0,0,,2,2,1.000,2,4,6,0,0,0,0,0,4.6,15.8
1663,1663,1500,Ivica Zubac,24-090,C,2021-06-16*,LAC,@,UTA,W,2,0,8,0,1,.000,0,1,.000,0,0,,2,2,1.000,1,1,2,0,0,0,1,1,0.9,-12.6
1664,1664,1501,Thanasis Antetokounmpo,28-322,F,2021-06-05*,MIL,@,BRK,L,1,0,4,0,0,,0,0,,0,0,,1,2,.500,1,1,2,2,0,0,0,1,2.6,20.5
1665,1665,1502,Jarrell Brantley,25-007,F,2021-06-14*,UTA,@,LAC,L,1,0,1,0,0,,0,0,,0,0,,1,2,.500,0,0,0,0,0,0,0,0,0.6,-0.3
1666,1666,1503,Trey Burke,28-199,G,2021-05-30*,DAL,,LAC,L,1,0,9,0,4,.000,0,2,.000,0,2,.000,1,2,.500,1,0,1,1,0,0,0,0,-0.8,-12.1
1667,1667,1504,DeMarcus Cousins,30-317,C-F,2021-06-26*,LAC,,PHO,L,1,0,0,0,0,,0,0,,0,0,,1,2,.500,0,0,0,0,0,0,0,0,0.6,314.9
1668,1668,1505,Jae Crowder,31-000,F,2021-07-06*,PHO,,MIL,W,1,1,33,0,8,.000,0,3,.000,0,5,.000,1,2,.500,0,9,9,0,0,1,2,2,-4.4,-14.8
1669,1669,1506,Danilo Gallinari,32-298,F,2021-06-02*,ATL,@,NYK,W,1,0,18,0,7,.000,0,6,.000,0,1,.000,1,2,.500,0,2,2,0,1,0,1,3,-4.9,-21.9
1670,1670,1507,Blake Griffin,32-067,F,2021-05-22*,BRK,,BOS,W,1,1,20,0,0,,0,0,,0,0,,1,2,.500,1,2,3,4,2,0,0,3,5.5,8.1
1671,1671,1508,Solomon Hill,30-085,F,2021-06-11*,ATL,,PHI,L,1,1,14,0,2,.000,0,1,.000,0,1,.000,1,2,.500,0,1,1,0,0,0,1,3,-2.7,-16.4
1672,1672,1509,Solomon Hill,30-099,F,2021-06-25*,ATL,@,MIL,L,1,0,18,0,2,.000,0,0,,0,2,.000,1,2,.500,0,2,2,0,1,0,0,1,0.4,-6.6
1673,1673,1510,Talen Horton-Tucker,20-181,G-F,2021-05-25*,LAL,@,PHO,W,1,0,6,0,2,.000,0,0,,0,2,.000,1,2,.500,0,0,0,0,0,0,1,0,-1.8,-30.9
1674,1674,1511,Dwight Howard,35-174,C,2021-05-31*,PHI,@,WAS,L,1,0,14,0,3,.000,0,3,.000,0,0,,1,4,.250,2,2,4,2,0,0,1,4,-1.5,-15.5
1675,1675,1512,Terance Mann,24-224,G-F,2021-05-30*,LAC,@,DAL,W,1,0,15,0,2,.000,0,1,.000,0,1,.000,1,2,.500,1,0,1,0,0,0,0,1,-0.5,-8.7
1676,1676,1513,Garrison Mathews,24-221,G,2021-06-02*,WAS,@,PHI,L,1,0,3,0,0,,0,0,,0,0,,1,2,.500,0,1,1,0,0,0,0,3,-0.3,-19.8
1677,1677,1514,Nerlens Noel,27-050,C-F,2021-05-30*,NYK,@,ATL,L,1,0,15,0,0,,0,0,,0,0,,1,2,.500,0,2,2,0,0,0,1,1,-0.2,-10.5
1678,1678,1515,Semi Ojeleye,26-176,F,2021-05-30*,BOS,,BRK,L,1,0,5,0,2,.000,0,1,.000,0,1,.000,1,2,.500,0,0,0,0,1,0,0,0,0.2,-15.2
1679,1679,1516,Onyeka Okongwu,20-166,F,2021-05-26*,ATL,@,NYK,L,1,0,6,0,0,,0,0,,0,0,,1,2,.500,0,2,2,0,0,0,0,1,0.8,-4.6
1680,1680,1517,Onyeka Okongwu,20-191,F,2021-06-20*,ATL,@,PHI,W,1,0,16,0,1,.000,0,1,.000,0,0,,1,2,.500,1,2,3,1,0,0,0,3,0.7,-4.3
1681,1681,1518,Daniel Oturu,21-283,F-C,2021-06-30*,LAC,,PHO,L,1,0,3,0,1,.000,0,1,.000,0,0,,1,2,.500,1,0,1,0,0,0,0,0,0.6,-18.1
1682,1682,1519,Elfrid Payton,27-093,G,2021-05-26*,NYK,,ATL,W,1,1,5,0,2,.000,0,2,.000,0,0,,1,2,.500,0,0,0,0,1,0,0,0,0.2,-3.5
1683,1683,1520,Rajon Rondo,35-100,G,2021-06-02*,LAC,,DAL,L,1,0,21,0,6,.000,0,3,.000,0,3,.000,1,2,.500,0,2,2,6,0,1,2,3,-1.3,-16.4
1684,1684,Rk,Player,Age,Pos,Date*,Tm,,Opp,,PTS,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,GmSc,BPM
1685,1685,1521,P.J. Tucker,36-051,F,2021-06-25*,MIL,,ATL,W,1,1,26,0,1,.000,0,0,,0,1,.000,1,2,.500,2,5,7,3,3,0,0,2,7.1,6.4
1686,1686,1522,Rayjon Tucker,23-251,F,2021-06-02*,PHI,,WAS,W,1,0,2,0,0,,0,0,,0,0,,1,2,.500,0,0,0,0,0,0,0,1,0.2,-16.4
1687,1687,1523,Tremont Waters,23-140,G,2021-05-30*,BOS,,BRK,L,1,0,1,0,0,,0,0,,0,0,,1,2,.500,0,0,0,0,0,0,1,0,-0.4,-57.4
1688,1688,1524,Grayson Allen,25-230,G,2021-05-26*,MEM,@,UTA,L,0,0,19,0,6,.000,0,4,.000,0,2,.000,0,0,,1,2,3,1,0,0,0,3,-3.4,-19.9
1689,1689,1525,Thanasis Antetokounmpo,28-327,F,2021-06-10*,MIL,,BRK,W,0,0,0,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,1,0,0,0.7,108.4
1690,1690,1526,Thanasis Antetokounmpo,28-330,F,2021-06-13*,MIL,,BRK,W,0,0,4,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,1,-0.4,-10.4
1691,1691,1527,Thanasis Antetokounmpo,28-332,F,2021-06-15*,MIL,@,BRK,L,0,0,1,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,1,-0.4,-17.1
1692,1692,1528,Thanasis Antetokounmpo,28-336,F,2021-06-19*,MIL,@,BRK,W,0,0,1,0,0,,0,0,,0,0,,0,0,,0,1,1,0,0,0,0,1,-0.1,-21.8
1693,1693,1529,Thanasis Antetokounmpo,28-344,F,2021-06-27*,MIL,@,ATL,W,0,0,0,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0.0,-6.8
1694,1694,1530,Thanasis Antetokounmpo,28-348,F,2021-07-01*,MIL,,ATL,W,0,0,3,0,0,,0,0,,0,0,,0,0,,0,0,0,0,1,0,0,3,-0.2,-7.9
1695,1695,1531,Thanasis Antetokounmpo,28-350,F,2021-07-03*,MIL,@,ATL,W,0,0,1,0,0,,0,0,,0,0,,0,0,,0,0,0,0,1,0,0,0,1.0,60.7
1696,1696,1532,Thanasis Antetokounmpo,28-358,F,2021-07-11*,MIL,,PHO,W,0,0,2,0,2,.000,0,2,.000,0,0,,0,0,,1,2,3,0,0,0,0,1,-0.5,-53.9
1697,1697,1533,Trevor Ariza,35-328,F,2021-05-24*,MIA,@,MIL,L,0,1,19,0,3,.000,0,0,,0,3,.000,0,0,,1,4,5,1,0,0,1,3,-1.7,-16.3
1698,1698,1534,Trevor Ariza,35-331,F,2021-05-27*,MIA,,MIL,L,0,1,18,0,4,.000,0,2,.000,0,2,.000,0,0,,0,6,6,0,2,0,1,1,-0.4,-9.7
1699,1699,1535,Udoka Azubuike,21-270,C,2021-06-14*,UTA,@,LAC,L,0,0,1,0,0,,0,0,,0,0,,0,0,,0,1,1,0,0,0,0,0,0.3,3.9
1700,1700,1536,Dāvis Bertāns,28-195,F,2021-05-26*,WAS,@,PHI,L,0,0,24,0,4,.000,0,0,,0,4,.000,0,0,,0,2,2,0,0,0,0,6,-4.6,-16.8
1701,1701,1537,Patrick Beverley,32-325,G,2021-06-02*,LAC,,DAL,L,0,0,0,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0.0,-8.0
1702,1702,1538,Patrick Beverley,32-331,G,2021-06-08*,LAC,@,UTA,L,0,0,6,0,3,.000,0,1,.000,0,2,.000,0,0,,0,1,1,1,0,1,0,0,-0.4,-10.5
1703,1703,1539,Keljin Blevins,25-191,F,2021-06-03*,POR,,DEN,L,0,0,1,0,1,.000,0,0,,0,1,.000,0,0,,0,0,0,0,0,0,0,0,-0.7,-104.9
1704,1704,1540,Bol Bol,21-189,F-C,2021-05-24*,DEN,,POR,W,0,0,2,0,0,,0,0,,0,0,,0,0,,0,1,1,0,0,0,0,0,0.3,-2.0
1705,1705,Rk,Player,Age,Pos,Date*,Tm,,Opp,,PTS,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,GmSc,BPM
1706,1706,1541,Bol Bol,21-203,F-C,2021-06-07*,DEN,@,PHO,L,0,0,2,0,1,.000,0,0,,0,1,.000,0,0,,0,0,0,1,0,0,0,0,0.0,-7.3
1707,1707,1542,Bol Bol,21-207,F-C,2021-06-11*,DEN,,PHO,L,0,0,1,0,0,,0,0,,0,0,,0,0,,0,0,0,1,0,0,0,0,0.7,26.6
1708,1708,1543,Isaac Bonga,21-199,G,2021-05-26*,WAS,@,PHI,L,0,0,4,0,3,.000,0,2,.000,0,1,.000,0,0,,0,0,0,0,0,1,0,0,-1.4,-20.3
1709,1709,1544,Isaac Bonga,21-202,G,2021-05-29*,WAS,,PHI,L,0,0,4,0,1,.000,0,0,,0,1,.000,0,0,,0,0,0,0,0,0,0,0,-0.7,-17.3
1710,1710,1545,Isaac Bonga,21-204,G,2021-05-31*,WAS,,PHI,W,0,0,0,0,1,.000,0,0,,0,1,.000,0,0,,0,0,0,0,0,0,0,0,-0.7,-121.7
1711,1711,1546,Isaac Bonga,21-206,G,2021-06-02*,WAS,@,PHI,L,0,0,2,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0.0,-4.2
1712,1712,1547,Jarrell Brantley,24-360,F,2021-06-02*,UTA,,MEM,W,0,0,2,0,1,.000,0,1,.000,0,0,,0,0,,0,1,1,0,0,0,1,0,-1.4,-42.1
1713,1713,1548,Elijah Bryant,26-035,G,2021-05-24*,MIL,,MIA,W,0,0,7,0,1,.000,0,0,,0,1,.000,0,0,,0,3,3,3,0,0,0,0,2.3,6.8
1714,1714,1549,Elijah Bryant,26-040,G,2021-05-29*,MIL,@,MIA,W,0,0,1,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0.0,-6.6
1715,1715,1550,Elijah Bryant,26-055,G,2021-06-13*,MIL,,BRK,W,0,0,6,0,2,.000,0,0,,0,2,.000,0,0,,0,1,1,0,0,0,0,0,-1.1,-18.5
1716,1716,1551,Elijah Bryant,26-057,G,2021-06-15*,MIL,@,BRK,L,0,0,3,0,0,,0,0,,0,0,,0,0,,0,0,0,0,1,0,0,0,1.0,17.6
1717,1717,1552,Elijah Bryant,26-059,G,2021-06-17*,MIL,,BRK,W,0,0,4,0,0,,0,0,,0,0,,0,0,,0,1,1,0,1,1,1,0,1.0,14.1
1718,1718,1553,Elijah Bryant,26-073,G,2021-07-01*,MIL,,ATL,W,0,0,1,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0.0,-9.5
1719,1719,1554,Elijah Bryant,26-080,G,2021-07-08*,MIL,@,PHO,L,0,0,0,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0.0,-10.2
1720,1720,1555,Reggie Bullock,30-075,G-F,2021-05-30*,NYK,@,ATL,L,0,1,34,0,4,.000,0,1,.000,0,3,.000,0,0,,0,4,4,2,0,0,1,2,-2.0,-13.2
1721,1721,1556,Trey Burke,28-206,G,2021-06-06*,DAL,@,LAC,L,0,0,8,0,3,.000,0,2,.000,0,1,.000,0,0,,0,0,0,0,0,0,0,1,-2.5,-26.2
1722,1722,1557,Kentavious Caldwell-Pope,28-096,G,2021-05-25*,LAL,@,PHO,W,0,1,31,0,4,.000,0,0,,0,4,.000,0,0,,0,4,4,1,1,0,0,4,-1.5,-11.8
1723,1723,1558,Kentavious Caldwell-Pope,28-103,G,2021-06-01*,LAL,@,PHO,L,0,1,15,0,1,.000,0,1,.000,0,0,,0,0,,0,1,1,2,1,0,1,1,0.6,-3.9
1724,1724,1559,Vlatko Čančar,24-044,F,2021-05-24*,DEN,,POR,W,0,0,3,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0.0,-5.4
1725,1725,1560,Vlatko Čančar,24-058,F,2021-06-07*,DEN,@,PHO,L,0,0,2,0,0,,0,0,,0,0,,0,0,,0,0,0,0,1,0,0,0,1.0,16.9
1726,1726,Rk,Player,Age,Pos,Date*,Tm,,Opp,,PTS,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,GmSc,BPM
1727,1727,1561,Vlatko Čančar,24-062,F,2021-06-11*,DEN,,PHO,L,0,0,1,0,0,,0,0,,0,0,,0,0,,0,1,1,0,0,0,1,0,-0.7,-36.1
1728,1728,1562,Jevon Carter,25-260,G,2021-06-01*,PHO,,LAL,W,0,0,8,0,3,.000,0,2,.000,0,1,.000,0,2,.000,0,1,1,1,0,0,0,0,-1.9,-19.7
1729,1729,1563,Jevon Carter,25-262,G,2021-06-03*,PHO,@,LAL,W,0,0,1,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0.0,-6.6
1730,1730,1564,Jevon Carter,25-266,G,2021-06-07*,PHO,,DEN,W,0,0,2,0,0,,0,0,,0,0,,0,0,,0,1,1,0,0,0,0,0,0.3,-3.1
1731,1731,1565,Jevon Carter,25-283,G,2021-06-24*,PHO,@,LAC,L,0,0,2,0,0,,0,0,,0,0,,0,0,,0,0,0,1,0,0,0,0,0.7,16.3
1732,1732,1566,Willie Cauley-Stein,27-277,F-C,2021-05-22*,DAL,@,LAC,W,0,0,4,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,1,1,-1.4,-22.3
1733,1733,1567,Willie Cauley-Stein,27-285,F-C,2021-05-30*,DAL,,LAC,L,0,0,5,0,1,.000,0,1,.000,0,0,,0,0,,0,0,0,1,0,0,0,0,0.0,-2.9
1734,1734,1568,Chris Chiozza,25-190,G,2021-05-30*,BRK,@,BOS,W,0,0,1,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0.0,-10.0
1735,1735,1569,Chris Chiozza,25-192,G,2021-06-01*,BRK,,BOS,W,0,0,1,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0.0,-8.7
1736,1736,1570,Chris Chiozza,25-196,G,2021-06-05*,BRK,,MIL,W,0,0,1,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0.0,-8.5
1737,1737,1571,Chris Chiozza,25-198,G,2021-06-07*,BRK,,MIL,W,0,0,6,0,1,.000,0,0,,0,1,.000,0,0,,0,1,1,1,0,0,0,1,-0.1,-11.1
1738,1738,1572,Chris Chiozza,25-208,G,2021-06-17*,BRK,@,MIL,L,0,0,5,0,2,.000,0,2,.000,0,0,,0,0,,0,0,0,0,1,0,1,0,-1.4,-18.6
1739,1739,1573,Brandon Clarke,24-252,F,2021-05-29*,MEM,,UTA,L,0,0,7,0,0,,0,0,,0,0,,0,0,,0,1,1,0,0,0,0,0,0.3,-7.2
1740,1740,1574,Nic Claxton,22-038,F,2021-05-25*,BRK,,BOS,W,0,0,18,0,2,.000,0,2,.000,0,0,,0,0,,1,2,3,2,1,1,0,2,2.2,-1.4
1741,1741,1575,Nic Claxton,22-043,F,2021-05-30*,BRK,@,BOS,W,0,0,8,0,0,,0,0,,0,0,,0,0,,0,1,1,0,0,3,0,1,2.0,9.5
1742,1742,1576,Nic Claxton,22-059,F,2021-06-15*,BRK,,MIL,W,0,0,2,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,1,0,0,0.7,17.1
1743,1743,1577,Nic Claxton,22-061,F,2021-06-17*,BRK,@,MIL,L,0,0,3,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,1,-0.4,-11.9
1744,1744,1578,Nic Claxton,22-063,F,2021-06-19*,BRK,,MIL,L,0,0,0,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0.0,-5.0
1745,1745,1579,Amir Coffey,23-345,G,2021-05-28*,LAC,@,DAL,W,0,0,0,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0.0,-4.3
1746,1746,1580,Amir Coffey,23-354,G,2021-06-06*,LAC,,DAL,W,0,0,1,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0.0,-7.0
1747,1747,Rk,Player,Age,Pos,Date*,Tm,,Opp,,PTS,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,GmSc,BPM
1748,1748,1581,Amir Coffey,23-360,G,2021-06-12*,LAC,,UTA,W,0,0,3,0,1,.000,0,1,.000,0,0,,0,0,,0,0,0,1,0,0,0,0,0.0,-8.0
1749,1749,1582,Amir Coffey,23-362,G,2021-06-14*,LAC,,UTA,W,0,0,1,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0.0,-5.3
1750,1750,1583,Amir Coffey,23-364,G,2021-06-16*,LAC,@,UTA,W,0,0,0,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0.0,-5.4
1751,1751,1584,Amir Coffey,24-001,G,2021-06-18*,LAC,,UTA,W,0,0,1,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0.0,-9.6
1752,1752,1585,Amir Coffey,24-007,G,2021-06-24*,LAC,,PHO,W,0,0,2,0,0,,0,0,,0,0,,0,0,,0,1,1,0,0,0,0,0,0.3,-1.2
1753,1753,1586,Amir Coffey,24-011,G,2021-06-28*,LAC,@,PHO,W,0,0,1,0,0,,0,0,,0,0,,0,0,,0,1,1,0,0,0,0,0,0.3,1.1
1754,1754,1587,John Collins,23-245,F,2021-05-26*,ATL,@,NYK,L,0,1,15,0,2,.000,0,0,,0,2,.000,0,0,,0,2,2,0,1,0,1,5,-2.8,-17.2
1755,1755,1588,Pat Connaughton,28-152,G,2021-06-07*,MIL,@,BRK,L,0,0,14,0,1,.000,0,0,,0,1,.000,0,0,,1,3,4,0,0,0,1,0,-0.1,-11.0
1756,1756,1589,Pat Connaughton,28-162,G,2021-06-17*,MIL,,BRK,W,0,0,22,0,5,.000,0,0,,0,5,.000,0,0,,0,2,2,0,0,0,0,1,-3.3,-14.9
1757,1757,1590,Pat Connaughton,28-195,G,2021-07-20*,MIL,,PHO,W,0,0,23,0,4,.000,0,0,,0,4,.000,0,2,.000,2,6,8,1,0,0,2,2,-2.5,-12.5
1758,1758,1591,Torrey Craig,30-155,G-F,2021-05-23*,PHO,,LAL,W,0,0,3,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0.0,-4.8
