,Unnamed: 0,Rkr,Player,Age,Pos,Date,Tmr,Unnamed: 8,Opp,Unnamed: 10,PTS,GSr,MPr,FG,FGA,FG%,2Pr,2PA,2P%,3Pr,3PA,3P%,FTr,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PFr,GmSc,BPM
322,322,211,Ja Morant,21-294,G,2021-05-31*,MEM,,UTA,L,23,1,43,8,21,.381,7,14,.500,1,7,.143,6,8,.750,1,5,6,12,1,0,3,2,18.5,-0.3
323,323,212,Marcus Morris,31-277,F,2021-06-06*,LAC,,DAL,W,23,1,30,8,15,.533,1,6,.167,7,9,.778,0,0,,1,4,5,2,0,0,0,3,17.8,7.9
324,324,213,Chris Paul,36-063,G,2021-07-08*,PHO,,MIL,W,23,1,41,10,20,.500,7,15,.467,3,5,.600,0,1,.000,2,2,4,8,1,0,6,3,14.0,-3.1
325,325,214,Julius Randle,26-182,F-C,2021-05-30*,NYK,@,ATL,L,23,1,36,7,19,.368,5,15,.333,2,4,.500,7,9,.778,3,7,10,7,2,0,5,5,15.8,2.4
326,326,215,Julius Randle,26-185,F-C,2021-06-02*,NYK,,ATL,L,23,1,37,8,21,.381,5,12,.417,3,9,.333,4,4,1.000,3,10,13,3,0,0,8,3,9.5,-3.5
327,327,216,Marcus Smart,27-083,G,2021-05-28*,BOS,,BRK,W,23,1,39,8,11,.727,3,3,1.000,5,8,.625,2,2,1.000,0,3,3,6,1,0,4,3,19.4,8.7
328,328,217,Deandre Ayton,22-348,C,2021-07-06*,PHO,,MIL,W,22,1,39,8,10,.800,8,10,.800,0,0,,6,6,1.000,2,17,19,0,1,0,0,3,24.5,9.6
329,329,218,Deandre Ayton,22-306,C,2021-05-25*,PHO,,LAL,L,22,1,42,11,13,.846,11,13,.846,0,0,,0,0,,2,8,10,1,0,0,1,4,19.2,5.3
330,330,219,Deandre Ayton,22-308,C,2021-05-27*,PHO,@,LAL,L,22,1,41,11,15,.733,11,15,.733,0,0,,0,1,.000,4,7,11,0,1,2,4,4,17.2,1.3
331,331,220,Bogdan Bogdanović,28-300,G,2021-06-14*,ATL,,PHI,W,22,1,42,9,24,.375,5,11,.455,4,13,.308,0,1,.000,0,5,5,0,0,0,1,1,8.5,-2.3
332,332,Rk,Player,Age,Pos,Date*,Tm,,Opp,,PTS,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,GmSc,BPM
333,333,221,Devin Booker,24-243,G,2021-06-30*,PHO,@,LAC,W,22,1,42,10,26,.385,9,19,.474,1,7,.143,1,1,1.000,0,7,7,4,1,1,3,2,10.6,-9.2
334,334,222,John Collins,23-249,F,2021-05-30*,ATL,,NYK,W,22,1,29,6,10,.600,4,7,.571,2,3,.667,8,8,1.000,2,6,8,1,0,0,0,2,20.5,13.3
335,335,223,Mike Conley,33-224,G,2021-05-23*,UTA,,MEM,L,22,1,33,6,18,.333,3,7,.429,3,11,.273,7,7,1.000,0,6,6,11,0,2,2,5,18.7,7.2
336,336,224,Joel Embiid,27-094,C,2021-06-18*,PHI,@,ATL,W,22,1,38,9,24,.375,8,20,.400,1,4,.250,3,4,.750,7,6,13,1,0,2,8,4,7.6,-8.1
